block_id,plot_id,treatment,plant_id,visit,disease_severity,dead,phytotoxicity,non_target_count,cost_cny_plot,implementation_score,source_type
1,B1_P3,biocontrol,B1_P3_plant9,1,0,0,0,5,400,0.95,synthetic_teaching_data
1,B1_P3,biocontrol,B1_P3_plant9,2,0,0,0,10,400,0.95,synthetic_teaching_data
1,B1_P3,biocontrol,B1_P3_plant9,3,1,0,0,8,400,0.95,synthetic_teaching_data
1,B1_P3,biocontrol,B1_P3_plant10,1,1,0,0,5,400,0.95,synthetic_teaching_data
1,B1_P3,biocontrol,B1_P3_plant10,2,1,0,0,10,400,0.95,synthetic_teaching_data
1,B1_P3,biocontrol,B1_P3_plant10,3,1,0,0,8,400,0.95,synthetic_teaching_data
1,B1_P3,biocontrol,B1_P3_plant11,1,0,0,0,5,400,0.95,synthetic_teaching_data
1,B1_P3,biocontrol,B1_P3_plant11,2,0,0,0,10,400,0.95,synthetic_teaching_data
1,B1_P3,biocontrol,B1_P3_plant11,3,0,0,0,8,400,0.95,synthetic_teaching_data
1,B1_P3,biocontrol,B1_P3_plant12,1,2,0,0,5,400,0.95,synthetic_teaching_data
1,B1_P3,biocontrol,B1_P3_plant12,2,0,0,0,10,400,0.95,synthetic_teaching_data
1,B1_P3,biocontrol,B1_P3_plant12,3,2,0,0,8,400,0.95,synthetic_teaching_data
1,B1_P3,biocontrol,B1_P3_plant13,1,0,0,0,5,400,0.95,synthetic_teaching_data
1,B1_P3,biocontrol,B1_P3_plant13,2,1,0,0,10,400,0.95,synthetic_teaching_data
1,B1_P3,biocontrol,B1_P3_plant13,3,2,0,0,8,400,0.95,synthetic_teaching_data
1,B1_P3,biocontrol,B1_P3_plant14,1,1,0,0,5,400,0.95,synthetic_teaching_data
1,B1_P3,biocontrol,B1_P3_plant14,2,2,0,0,10,400,0.95,synthetic_teaching_data
1,B1_P3,biocontrol,B1_P3_plant14,3,2,1,0,8,400,0.95,synthetic_teaching_data
1,B1_P3,biocontrol,B1_P3_plant15,1,2,0,0,5,400,0.95,synthetic_teaching_data
1,B1_P3,biocontrol,B1_P3_plant15,2,2,1,0,10,400,0.95,synthetic_teaching_data
1,B1_P3,biocontrol,B1_P3_plant15,3,2,0,0,8,400,0.95,synthetic_teaching_data
1,B1_P3,biocontrol,B1_P3_plant16,1,0,0,0,5,400,0.95,synthetic_teaching_data
1,B1_P3,biocontrol,B1_P3_plant16,2,1,0,0,10,400,0.95,synthetic_teaching_data
1,B1_P3,biocontrol,B1_P3_plant16,3,1,0,0,8,400,0.95,synthetic_teaching_data
1,B1_P3,biocontrol,B1_P3_plant17,1,1,0,0,5,400,0.95,synthetic_teaching_data
1,B1_P3,biocontrol,B1_P3_plant17,2,1,0,1,10,400,0.95,synthetic_teaching_data
1,B1_P3,biocontrol,B1_P3_plant17,3,1,0,0,8,400,0.95,synthetic_teaching_data
1,B1_P3,biocontrol,B1_P3_plant18,1,2,0,0,5,400,0.95,synthetic_teaching_data
1,B1_P3,biocontrol,B1_P3_plant18,2,1,0,0,10,400,0.95,synthetic_teaching_data
1,B1_P3,biocontrol,B1_P3_plant18,3,3,0,0,8,400,0.95,synthetic_teaching_data
1,B1_P3,biocontrol,B1_P3_plant19,1,2,0,0,5,400,0.95,synthetic_teaching_data
1,B1_P3,biocontrol,B1_P3_plant19,2,1,0,0,10,400,0.95,synthetic_teaching_data
1,B1_P3,biocontrol,B1_P3_plant19,3,2,0,0,8,400,0.95,synthetic_teaching_data
1,B1_P3,biocontrol,B1_P3_plant20,1,1,0,0,5,400,0.95,synthetic_teaching_data
1,B1_P3,biocontrol,B1_P3_plant20,2,2,1,0,10,400,0.95,synthetic_teaching_data
1,B1_P3,biocontrol,B1_P3_plant20,3,3,0,0,8,400,0.95,synthetic_teaching_data
1,B1_P4,control,B1_P4_plant1,1,3,0,0,8,0,0.75,synthetic_teaching_data
1,B1_P4,control,B1_P4_plant1,2,3,0,0,11,0,0.75,synthetic_teaching_data
1,B1_P4,control,B1_P4_plant1,3,3,1,0,4,0,0.75,synthetic_teaching_data
1,B1_P4,control,B1_P4_plant2,1,1,0,0,8,0,0.75,synthetic_teaching_data
1,B1_P4,control,B1_P4_plant2,2,3,0,0,11,0,0.75,synthetic_teaching_data
1,B1_P4,control,B1_P4_plant2,3,3,0,0,4,0,0.75,synthetic_teaching_data
1,B1_P4,control,B1_P4_plant3,1,2,0,0,8,0,0.75,synthetic_teaching_data
1,B1_P4,control,B1_P4_plant3,2,3,0,0,11,0,0.75,synthetic_teaching_data
1,B1_P4,control,B1_P4_plant3,3,3,0,0,4,0,0.75,synthetic_teaching_data
1,B1_P4,control,B1_P4_plant4,1,2,0,0,8,0,0.75,synthetic_teaching_data
1,B1_P4,control,B1_P4_plant4,2,3,0,0,11,0,0.75,synthetic_teaching_data
1,B1_P4,control,B1_P4_plant4,3,4,1,0,4,0,0.75,synthetic_teaching_data
1,B1_P4,control,B1_P4_plant5,1,1,0,0,8,0,0.75,synthetic_teaching_data
1,B1_P4,control,B1_P4_plant5,2,2,0,0,11,0,0.75,synthetic_teaching_data
1,B1_P4,control,B1_P4_plant5,3,2,0,0,4,0,0.75,synthetic_teaching_data
1,B1_P4,control,B1_P4_plant6,1,1,1,0,8,0,0.75,synthetic_teaching_data
1,B1_P4,control,B1_P4_plant6,2,2,0,0,11,0,0.75,synthetic_teaching_data
1,B1_P4,control,B1_P4_plant6,3,2,0,0,4,0,0.75,synthetic_teaching_data
1,B1_P4,control,B1_P4_plant7,1,3,0,0,8,0,0.75,synthetic_teaching_data
1,B1_P4,control,B1_P4_plant7,2,3,0,0,11,0,0.75,synthetic_teaching_data
1,B1_P4,control,B1_P4_plant7,3,2,0,0,4,0,0.75,synthetic_teaching_data
1,B1_P4,control,B1_P4_plant8,1,2,0,0,8,0,0.75,synthetic_teaching_data
1,B1_P4,control,B1_P4_plant8,2,3,0,0,11,0,0.75,synthetic_teaching_data
1,B1_P4,control,B1_P4_plant8,3,3,1,0,4,0,0.75,synthetic_teaching_data
1,B1_P4,control,B1_P4_plant9,1,3,0,0,8,0,0.75,synthetic_teaching_data
1,B1_P4,control,B1_P4_plant9,2,3,0,0,11,0,0.75,synthetic_teaching_data
1,B1_P4,control,B1_P4_plant9,3,3,0,0,4,0,0.75,synthetic_teaching_data
1,B1_P4,control,B1_P4_plant10,1,3,0,0,8,0,0.75,synthetic_teaching_data
1,B1_P4,control,B1_P4_plant10,2,2,0,0,11,0,0.75,synthetic_teaching_data
1,B1_P4,control,B1_P4_plant10,3,3,0,0,4,0,0.75,synthetic_teaching_data
1,B1_P4,control,B1_P4_plant11,1,4,0,0,8,0,0.75,synthetic_teaching_data
1,B1_P4,control,B1_P4_plant11,2,4,1,0,11,0,0.75,synthetic_teaching_data
1,B1_P4,control,B1_P4_plant11,3,3,0,0,4,0,0.75,synthetic_teaching_data
1,B1_P4,control,B1_P4_plant12,1,1,0,0,8,0,0.75,synthetic_teaching_data
1,B1_P4,control,B1_P4_plant12,2,2,1,0,11,0,0.75,synthetic_teaching_data
1,B1_P4,control,B1_P4_plant12,3,3,0,0,4,0,0.75,synthetic_teaching_data
1,B1_P4,control,B1_P4_plant13,1,3,0,0,8,0,0.75,synthetic_teaching_data
1,B1_P4,control,B1_P4_plant13,2,4,0,0,11,0,0.75,synthetic_teaching_data
1,B1_P4,control,B1_P4_plant13,3,4,0,0,4,0,0.75,synthetic_teaching_data
1,B1_P4,control,B1_P4_plant14,1,3,0,0,8,0,0.75,synthetic_teaching_data
1,B1_P4,control,B1_P4_plant14,2,4,0,0,11,0,0.75,synthetic_teaching_data
1,B1_P4,control,B1_P4_plant14,3,4,0,0,4,0,0.75,synthetic_teaching_data
1,B1_P4,control,B1_P4_plant15,1,3,0,0,8,0,0.75,synthetic_teaching_data
1,B1_P4,control,B1_P4_plant15,2,2,0,0,11,0,0.75,synthetic_teaching_data
1,B1_P4,control,B1_P4_plant15,3,4,0,0,4,0,0.75,synthetic_teaching_data
1,B1_P4,control,B1_P4_plant16,1,3,0,0,8,0,0.75,synthetic_teaching_data
1,B1_P4,control,B1_P4_plant16,2,3,0,0,11,0,0.75,synthetic_teaching_data
1,B1_P4,control,B1_P4_plant16,3,2,1,0,4,0,0.75,synthetic_teaching_data
1,B1_P4,control,B1_P4_plant17,1,1,0,0,8,0,0.75,synthetic_teaching_data
1,B1_P4,control,B1_P4_plant17,2,2,0,0,11,0,0.75,synthetic_teaching_data
1,B1_P4,control,B1_P4_plant17,3,2,1,0,4,0,0.75,synthetic_teaching_data
1,B1_P4,control,B1_P4_plant18,1,2,0,0,8,0,0.75,synthetic_teaching_data
1,B1_P4,control,B1_P4_plant18,2,4,0,0,11,0,0.75,synthetic_teaching_data
1,B1_P4,control,B1_P4_plant18,3,4,0,0,4,0,0.75,synthetic_teaching_data
1,B1_P4,control,B1_P4_plant19,1,2,0,0,8,0,0.75,synthetic_teaching_data
1,B1_P4,control,B1_P4_plant19,2,3,0,0,11,0,0.75,synthetic_teaching_data
1,B1_P4,control,B1_P4_plant19,3,3,0,0,4,0,0.75,synthetic_teaching_data
1,B1_P4,control,B1_P4_plant20,1,2,0,0,8,0,0.75,synthetic_teaching_data
1,B1_P4,control,B1_P4_plant20,2,2,0,0,11,0,0.75,synthetic_teaching_data
1,B1_P4,control,B1_P4_plant20,3,3,0,0,4,0,0.75,synthetic_teaching_data
2,B2_P1,integrated,B2_P1_plant1,1,1,0,0,3,650,0.66,synthetic_teaching_data
2,B2_P1,integrated,B2_P1_plant1,2,0,0,0,4,650,0.66,synthetic_teaching_data
2,B2_P1,integrated,B2_P1_plant1,3,2,0,1,6,650,0.66,synthetic_teaching_data
2,B2_P1,integrated,B2_P1_plant2,1,2,0,0,3,650,0.66,synthetic_teaching_data
2,B2_P1,integrated,B2_P1_plant2,2,2,0,0,4,650,0.66,synthetic_teaching_data
2,B2_P1,integrated,B2_P1_plant2,3,2,1,0,6,650,0.66,synthetic_teaching_data
2,B2_P1,integrated,B2_P1_plant3,1,1,0,0,3,650,0.66,synthetic_teaching_data
2,B2_P1,integrated,B2_P1_plant3,2,1,0,0,4,650,0.66,synthetic_teaching_data
2,B2_P1,integrated,B2_P1_plant3,3,2,0,1,6,650,0.66,synthetic_teaching_data
2,B2_P1,integrated,B2_P1_plant4,1,1,0,0,3,650,0.66,synthetic_teaching_data
2,B2_P1,integrated,B2_P1_plant4,2,1,0,0,4,650,0.66,synthetic_teaching_data
2,B2_P1,integrated,B2_P1_plant4,3,2,0,0,6,650,0.66,synthetic_teaching_data
2,B2_P1,integrated,B2_P1_plant5,1,2,0,1,3,650,0.66,synthetic_teaching_data
2,B2_P1,integrated,B2_P1_plant5,2,1,0,0,4,650,0.66,synthetic_teaching_data
2,B2_P1,integrated,B2_P1_plant5,3,1,0,1,6,650,0.66,synthetic_teaching_data
2,B2_P1,integrated,B2_P1_plant6,1,1,0,0,3,650,0.66,synthetic_teaching_data
2,B2_P1,integrated,B2_P1_plant6,2,0,0,0,4,650,0.66,synthetic_teaching_data
2,B2_P1,integrated,B2_P1_plant6,3,0,0,0,6,650,0.66,synthetic_teaching_data
2,B2_P1,integrated,B2_P1_plant7,1,0,0,0,3,650,0.66,synthetic_teaching_data
2,B2_P1,integrated,B2_P1_plant7,2,0,0,1,4,650,0.66,synthetic_teaching_data
2,B2_P1,integrated,B2_P1_plant7,3,1,0,0,6,650,0.66,synthetic_teaching_data
2,B2_P1,integrated,B2_P1_plant8,1,2,0,2,3,650,0.66,synthetic_teaching_data
2,B2_P1,integrated,B2_P1_plant8,2,1,0,0,4,650,0.66,synthetic_teaching_data
2,B2_P1,integrated,B2_P1_plant8,3,2,0,0,6,650,0.66,synthetic_teaching_data
2,B2_P1,integrated,B2_P1_plant9,1,0,0,0,3,650,0.66,synthetic_teaching_data
2,B2_P1,integrated,B2_P1_plant9,2,0,0,0,4,650,0.66,synthetic_teaching_data
2,B2_P1,integrated,B2_P1_plant9,3,0,0,0,6,650,0.66,synthetic_teaching_data
2,B2_P1,integrated,B2_P1_plant10,1,1,0,0,3,650,0.66,synthetic_teaching_data
2,B2_P1,integrated,B2_P1_plant10,2,1,0,0,4,650,0.66,synthetic_teaching_data
2,B2_P1,integrated,B2_P1_plant10,3,2,0,0,6,650,0.66,synthetic_teaching_data
2,B2_P1,integrated,B2_P1_plant11,1,1,0,0,3,650,0.66,synthetic_teaching_data
2,B2_P1,integrated,B2_P1_plant11,2,0,0,0,4,650,0.66,synthetic_teaching_data
2,B2_P1,integrated,B2_P1_plant11,3,2,0,3,6,650,0.66,synthetic_teaching_data
2,B2_P1,integrated,B2_P1_plant12,1,0,0,0,3,650,0.66,synthetic_teaching_data
2,B2_P1,integrated,B2_P1_plant12,2,0,0,0,4,650,0.66,synthetic_teaching_data
2,B2_P1,integrated,B2_P1_plant12,3,0,0,0,6,650,0.66,synthetic_teaching_data
2,B2_P1,integrated,B2_P1_plant13,1,1,0,2,3,650,0.66,synthetic_teaching_data
2,B2_P1,integrated,B2_P1_plant13,2,0,0,0,4,650,0.66,synthetic_teaching_data
2,B2_P1,integrated,B2_P1_plant13,3,1,0,0,6,650,0.66,synthetic_teaching_data
2,B2_P1,integrated,B2_P1_plant14,1,1,0,0,3,650,0.66,synthetic_teaching_data
2,B2_P1,integrated,B2_P1_plant14,2,0,0,0,4,650,0.66,synthetic_teaching_data
2,B2_P1,integrated,B2_P1_plant14,3,1,0,0,6,650,0.66,synthetic_teaching_data
2,B2_P1,integrated,B2_P1_plant15,1,1,0,0,3,650,0.66,synthetic_teaching_data
2,B2_P1,integrated,B2_P1_plant15,2,1,0,0,4,650,0.66,synthetic_teaching_data
