"block_id","plot_id","treatment","tree_id","visit","pest_count","damage_class","dead","non_target_count","cost_cny_plot","implementation_score","source_type"
1,"B1_P1","control","B1_P1_T20",2,11,1,0,3,0,0.8,"synthetic_teaching_data"
1,"B1_P1","control","B1_P1_T20",3,12,0,0,7,0,0.8,"synthetic_teaching_data"
1,"B1_P2","integrated","B1_P2_T01",1,5,0,0,4,800,0.85,"synthetic_teaching_data"
1,"B1_P2","integrated","B1_P2_T01",2,1,0,0,13,800,0.85,"synthetic_teaching_data"
1,"B1_P2","integrated","B1_P2_T01",3,3,1,0,7,800,0.85,"synthetic_teaching_data"
1,"B1_P2","integrated","B1_P2_T02",1,13,4,0,6,800,0.85,"synthetic_teaching_data"
1,"B1_P2","integrated","B1_P2_T02",2,15,1,0,4,800,0.85,"synthetic_teaching_data"
1,"B1_P2","integrated","B1_P2_T02",3,13,1,0,3,800,0.85,"synthetic_teaching_data"
1,"B1_P2","integrated","B1_P2_T03",1,19,0,0,0,800,0.85,"synthetic_teaching_data"
1,"B1_P2","integrated","B1_P2_T03",2,13,1,0,2,800,0.85,"synthetic_teaching_data"
1,"B1_P2","integrated","B1_P2_T03",3,1,0,0,3,800,0.85,"synthetic_teaching_data"
1,"B1_P2","integrated","B1_P2_T04",1,5,1,0,5,800,0.85,"synthetic_teaching_data"
1,"B1_P2","integrated","B1_P2_T04",2,1,1,0,4,800,0.85,"synthetic_teaching_data"
1,"B1_P2","integrated","B1_P2_T04",3,0,0,0,9,800,0.85,"synthetic_teaching_data"
1,"B1_P2","integrated","B1_P2_T05",1,4,3,0,0,800,0.85,"synthetic_teaching_data"
1,"B1_P2","integrated","B1_P2_T05",2,5,0,0,1,800,0.85,"synthetic_teaching_data"
1,"B1_P2","integrated","B1_P2_T05",3,1,1,0,7,800,0.85,"synthetic_teaching_data"
1,"B1_P2","integrated","B1_P2_T06",1,0,0,0,3,800,0.85,"synthetic_teaching_data"
1,"B1_P2","integrated","B1_P2_T06",2,3,1,1,2,800,0.85,"synthetic_teaching_data"
1,"B1_P2","integrated","B1_P2_T06",3,4,1,0,3,800,0.85,"synthetic_teaching_data"
1,"B1_P2","integrated","B1_P2_T07",1,0,2,0,10,800,0.85,"synthetic_teaching_data"
1,"B1_P2","integrated","B1_P2_T07",2,0,1,0,3,800,0.85,"synthetic_teaching_data"
1,"B1_P2","integrated","B1_P2_T07",3,1,0,0,5,800,0.85,"synthetic_teaching_data"
1,"B1_P2","integrated","B1_P2_T08",1,1,1,0,4,800,0.85,"synthetic_teaching_data"
1,"B1_P2","integrated","B1_P2_T08",2,2,2,0,2,800,0.85,"synthetic_teaching_data"
1,"B1_P2","integrated","B1_P2_T08",3,4,0,0,5,800,0.85,"synthetic_teaching_data"
1,"B1_P2","integrated","B1_P2_T09",1,4,0,0,1,800,0.85,"synthetic_teaching_data"
1,"B1_P2","integrated","B1_P2_T09",2,0,0,0,1,800,0.85,"synthetic_teaching_data"
1,"B1_P2","integrated","B1_P2_T09",3,0,1,0,7,800,0.85,"synthetic_teaching_data"
1,"B1_P2","integrated","B1_P2_T10",1,1,0,0,1,800,0.85,"synthetic_teaching_data"
1,"B1_P2","integrated","B1_P2_T10",2,3,0,0,3,800,0.85,"synthetic_teaching_data"
1,"B1_P2","integrated","B1_P2_T10",3,7,2,0,9,800,0.85,"synthetic_teaching_data"
1,"B1_P2","integrated","B1_P2_T11",1,0,1,0,6,800,0.85,"synthetic_teaching_data"
1,"B1_P2","integrated","B1_P2_T11",2,3,0,0,9,800,0.85,"synthetic_teaching_data"
1,"B1_P2","integrated","B1_P2_T11",3,0,0,0,9,800,0.85,"synthetic_teaching_data"
1,"B1_P2","integrated","B1_P2_T12",1,0,3,0,5,800,0.85,"synthetic_teaching_data"
1,"B1_P2","integrated","B1_P2_T12",2,4,1,0,1,800,0.85,"synthetic_teaching_data"
1,"B1_P2","integrated","B1_P2_T12",3,0,0,0,3,800,0.85,"synthetic_teaching_data"
1,"B1_P2","integrated","B1_P2_T13",1,2,1,0,5,800,0.85,"synthetic_teaching_data"
1,"B1_P2","integrated","B1_P2_T13",2,7,2,0,7,800,0.85,"synthetic_teaching_data"
1,"B1_P2","integrated","B1_P2_T13",3,3,0,0,3,800,0.85,"synthetic_teaching_data"
1,"B1_P2","integrated","B1_P2_T14",1,3,0,0,6,800,0.85,"synthetic_teaching_data"
1,"B1_P2","integrated","B1_P2_T14",2,1,0,0,5,800,0.85,"synthetic_teaching_data"
1,"B1_P2","integrated","B1_P2_T14",3,0,1,0,6,800,0.85,"synthetic_teaching_data"
1,"B1_P2","integrated","B1_P2_T15",1,5,0,0,1,800,0.85,"synthetic_teaching_data"
1,"B1_P2","integrated","B1_P2_T15",2,3,2,0,5,800,0.85,"synthetic_teaching_data"
1,"B1_P2","integrated","B1_P2_T15",3,8,2,0,2,800,0.85,"synthetic_teaching_data"
1,"B1_P2","integrated","B1_P2_T16",1,3,0,0,4,800,0.85,"synthetic_teaching_data"
1,"B1_P2","integrated","B1_P2_T16",2,6,0,0,10,800,0.85,"synthetic_teaching_data"
1,"B1_P2","integrated","B1_P2_T16",3,5,0,0,3,800,0.85,"synthetic_teaching_data"
1,"B1_P2","integrated","B1_P2_T17",1,5,1,0,8,800,0.85,"synthetic_teaching_data"
1,"B1_P2","integrated","B1_P2_T17",2,12,1,0,9,800,0.85,"synthetic_teaching_data"
1,"B1_P2","integrated","B1_P2_T17",3,5,1,0,6,800,0.85,"synthetic_teaching_data"
1,"B1_P2","integrated","B1_P2_T18",1,3,2,0,17,800,0.85,"synthetic_teaching_data"
1,"B1_P2","integrated","B1_P2_T18",2,7,1,0,2,800,0.85,"synthetic_teaching_data"
1,"B1_P2","integrated","B1_P2_T18",3,5,2,0,3,800,0.85,"synthetic_teaching_data"
1,"B1_P2","integrated","B1_P2_T19",1,0,0,0,1,800,0.85,"synthetic_teaching_data"
1,"B1_P2","integrated","B1_P2_T19",2,4,2,0,6,800,0.85,"synthetic_teaching_data"
1,"B1_P2","integrated","B1_P2_T19",3,4,2,0,5,800,0.85,"synthetic_teaching_data"
1,"B1_P2","integrated","B1_P2_T20",1,6,1,0,13,800,0.85,"synthetic_teaching_data"
1,"B1_P2","integrated","B1_P2_T20",2,0,0,0,4,800,0.85,"synthetic_teaching_data"
1,"B1_P2","integrated","B1_P2_T20",3,1,1,0,4,800,0.85,"synthetic_teaching_data"
1,"B1_P3","standard","B1_P3_T01",1,4,2,0,6,200,0.72,"synthetic_teaching_data"
1,"B1_P3","standard","B1_P3_T01",2,0,0,0,8,200,0.72,"synthetic_teaching_data"
1,"B1_P3","standard","B1_P3_T01",3,0,2,0,4,200,0.72,"synthetic_teaching_data"
1,"B1_P3","standard","B1_P3_T02",1,10,1,0,14,200,0.72,"synthetic_teaching_data"
1,"B1_P3","standard","B1_P3_T02",2,1,1,0,5,200,0.72,"synthetic_teaching_data"
1,"B1_P3","standard","B1_P3_T02",3,7,2,0,6,200,0.72,"synthetic_teaching_data"
1,"B1_P3","standard","B1_P3_T03",1,0,2,0,4,200,0.72,"synthetic_teaching_data"
1,"B1_P3","standard","B1_P3_T03",2,0,1,0,4,200,0.72,"synthetic_teaching_data"
1,"B1_P3","standard","B1_P3_T03",3,1,0,0,4,200,0.72,"synthetic_teaching_data"
1,"B1_P3","standard","B1_P3_T04",1,1,0,0,10,200,0.72,"synthetic_teaching_data"
1,"B1_P3","standard","B1_P3_T04",2,8,1,0,11,200,0.72,"synthetic_teaching_data"
1,"B1_P3","standard","B1_P3_T04",3,16,2,0,8,200,0.72,"synthetic_teaching_data"
1,"B1_P3","standard","B1_P3_T05",1,4,1,0,6,200,0.72,"synthetic_teaching_data"
1,"B1_P3","standard","B1_P3_T05",2,1,1,0,3,200,0.72,"synthetic_teaching_data"
1,"B1_P3","standard","B1_P3_T05",3,2,0,0,16,200,0.72,"synthetic_teaching_data"
1,"B1_P3","standard","B1_P3_T06",1,2,0,0,4,200,0.72,"synthetic_teaching_data"
1,"B1_P3","standard","B1_P3_T06",2,6,3,0,3,200,0.72,"synthetic_teaching_data"
1,"B1_P3","standard","B1_P3_T06",3,8,1,0,9,200,0.72,"synthetic_teaching_data"
1,"B1_P3","standard","B1_P3_T07",1,1,1,1,10,200,0.72,"synthetic_teaching_data"
1,"B1_P3","standard","B1_P3_T07",2,1,1,0,1,200,0.72,"synthetic_teaching_data"
1,"B1_P3","standard","B1_P3_T07",3,3,2,0,2,200,0.72,"synthetic_teaching_data"
1,"B1_P3","standard","B1_P3_T08",1,1,0,0,11,200,0.72,"synthetic_teaching_data"
1,"B1_P3","standard","B1_P3_T08",2,4,1,0,6,200,0.72,"synthetic_teaching_data"
1,"B1_P3","standard","B1_P3_T08",3,0,1,0,6,200,0.72,"synthetic_teaching_data"
1,"B1_P3","standard","B1_P3_T09",1,1,0,0,5,200,0.72,"synthetic_teaching_data"
1,"B1_P3","standard","B1_P3_T09",2,1,2,0,9,200,0.72,"synthetic_teaching_data"
1,"B1_P3","standard","B1_P3_T09",3,9,1,0,6,200,0.72,"synthetic_teaching_data"
1,"B1_P3","standard","B1_P3_T10",1,1,0,0,8,200,0.72,"synthetic_teaching_data"
1,"B1_P3","standard","B1_P3_T10",2,1,1,1,6,200,0.72,"synthetic_teaching_data"
1,"B1_P3","standard","B1_P3_T10",3,1,2,0,7,200,0.72,"synthetic_teaching_data"
1,"B1_P3","standard","B1_P3_T11",1,1,2,0,2,200,0.72,"synthetic_teaching_data"
1,"B1_P3","standard","B1_P3_T11",2,19,2,0,8,200,0.72,"synthetic_teaching_data"
1,"B1_P3","standard","B1_P3_T11",3,4,1,0,9,200,0.72,"synthetic_teaching_data"
1,"B1_P3","standard","B1_P3_T12",1,0,0,0,1,200,0.72,"synthetic_teaching_data"
1,"B1_P3","standard","B1_P3_T12",2,7,3,0,4,200,0.72,"synthetic_teaching_data"
1,"B1_P3","standard","B1_P3_T12",3,1,2,0,5,200,0.72,"synthetic_teaching_data"
1,"B1_P3","standard","B1_P3_T13",1,4,1,0,2,200,0.72,"synthetic_teaching_data"
1,"B1_P3","standard","B1_P3_T13",2,3,3,0,2,200,0.72,"synthetic_teaching_data"
1,"B1_P3","standard","B1_P3_T13",3,15,0,0,4,200,0.72,"synthetic_teaching_data"
1,"B1_P3","standard","B1_P3_T14",1,0,0,0,4,200,0.72,"synthetic_teaching_data"
1,"B1_P3","standard","B1_P3_T14",2,0,1,0,6,200,0.72,"synthetic_teaching_data"
1,"B1_P3","standard","B1_P3_T14",3,4,2,0,4,200,0.72,"synthetic_teaching_data"
1,"B1_P3","standard","B1_P3_T15",1,6,2,0,8,200,0.72,"synthetic_teaching_data"
1,"B1_P3","standard","B1_P3_T15",2,5,1,0,2,200,0.72,"synthetic_teaching_data"
1,"B1_P3","standard","B1_P3_T15",3,13,3,0,3,200,0.72,"synthetic_teaching_data"
1,"B1_P3","standard","B1_P3_T16",1,9,2,0,4,200,0.72,"synthetic_teaching_data"
1,"B1_P3","standard","B1_P3_T16",2,1,0,0,9,200,0.72,"synthetic_teaching_data"
1,"B1_P3","standard","B1_P3_T16",3,4,0,0,3,200,0.72,"synthetic_teaching_data"
1,"B1_P3","standard","B1_P3_T17",1,15,0,0,3,200,0.72,"synthetic_teaching_data"
1,"B1_P3","standard","B1_P3_T17",2,1,0,0,3,200,0.72,"synthetic_teaching_data"
1,"B1_P3","standard","B1_P3_T17",3,9,0,0,9,200,0.72,"synthetic_teaching_data"
1,"B1_P3","standard","B1_P3_T18",1,3,1,0,4,200,0.72,"synthetic_teaching_data"
1,"B1_P3","standard","B1_P3_T18",2,5,1,0,3,200,0.72,"synthetic_teaching_data"
1,"B1_P3","standard","B1_P3_T18",3,3,1,0,6,200,0.72,"synthetic_teaching_data"
1,"B1_P3","standard","B1_P3_T19",1,3,1,0,3,200,0.72,"synthetic_teaching_data"
1,"B1_P3","standard","B1_P3_T19",2,0,1,0,3,200,0.72,"synthetic_teaching_data"
1,"B1_P3","standard","B1_P3_T19",3,0,1,0,4,200,0.72,"synthetic_teaching_data"
1,"B1_P3","standard","B1_P3_T20",1,9,3,1,5,200,0.72,"synthetic_teaching_data"
1,"B1_P3","standard","B1_P3_T20",2,2,1,0,3,200,0.72,"synthetic_teaching_data"
1,"B1_P3","standard","B1_P3_T20",3,13,2,0,4,200,0.72,"synthetic_teaching_data"
1,"B1_P4","biocontrol","B1_P4_T01",1,2,2,0,3,500,0.78,"synthetic_teaching_data"
1,"B1_P4","biocontrol","B1_P4_T01",2,1,1,0,2,500,0.78,"synthetic_teaching_data"
1,"B1_P4","biocontrol","B1_P4_T01",3,0,1,0,4,500,0.78,"synthetic_teaching_data"
1,"B1_P4","biocontrol","B1_P4_T02",1,6,2,0,4,500,0.78,"synthetic_teaching_data"
1,"B1_P4","biocontrol","B1_P4_T02",2,13,4,0,1,500,0.78,"synthetic_teaching_data"
1,"B1_P4","biocontrol","B1_P4_T02",3,3,2,0,5,500,0.78,"synthetic_teaching_data"
1,"B1_P4","biocontrol","B1_P4_T03",1,6,0,0,6,500,0.78,"synthetic_teaching_data"
1,"B1_P4","biocontrol","B1_P4_T03",2,2,1,0,1,500,0.78,"synthetic_teaching_data"
1,"B1_P4","biocontrol","B1_P4_T03",3,1,0,0,1,500,0.78,"synthetic_teaching_data"
1,"B1_P4","biocontrol","B1_P4_T04",1,6,2,0,1,500,0.78,"synthetic_teaching_data"
1,"B1_P4","biocontrol","B1_P4_T04",2,1,3,0,1,500,0.78,"synthetic_teaching_data"
1,"B1_P4","biocontrol","B1_P4_T04",3,21,0,0,5,500,0.78,"synthetic_teaching_data"
1,"B1_P4","biocontrol","B1_P4_T05",1,0,1,0,3,500,0.78,"synthetic_teaching_data"
1,"B1_P4","biocontrol","B1_P4_T05",2,4,0,0,4,500,0.78,"synthetic_teaching_data"
1,"B1_P4","biocontrol","B1_P4_T05",3,1,0,1,4,500,0.78,"synthetic_teaching_data"
1,"B1_P4","biocontrol","B1_P4_T06",1,5,1,0,2,500,0.78,"synthetic_teaching_data"
1,"B1_P4","biocontrol","B1_P4_T06",2,5,2,0,5,500,0.78,"synthetic_teaching_data"
1,"B1_P4","biocontrol","B1_P4_T06",3,4,3,0,3,500,0.78,"synthetic_teaching_data"
1,"B1_P4","biocontrol","B1_P4_T07",1,1,1,0,1,500,0.78,"synthetic_teaching_data"
1,"B1_P4","biocontrol","B1_P4_T07",2,3,0,0,1,500,0.78,"synthetic_teaching_data"
1,"B1_P4","biocontrol","B1_P4_T07",3,11,2,0,2,500,0.78,"synthetic_teaching_data"
1,"B1_P4","biocontrol","B1_P4_T08",1,0,0,0,7,500,0.78,"synthetic_teaching_data"
1,"B1_P4","biocontrol","B1_P4_T08",2,2,1,0,6,500,0.78,"synthetic_teaching_data"
1,"B1_P4","biocontrol","B1_P4_T08",3,14,3,0,2,500,0.78,"synthetic_teaching_data"
1,"B1_P4","biocontrol","B1_P4_T09",1,4,2,1,1,500,0.78,"synthetic_teaching_data"
1,"B1_P4","biocontrol","B1_P4_T09",2,0,2,0,2,500,0.78,"synthetic_teaching_data"
1,"B1_P4","biocontrol","B1_P4_T09",3,1,0,0,1,500,0.78,"synthetic_teaching_data"
1,"B1_P4","biocontrol","B1_P4_T10",1,4,0,0,3,500,0.78,"synthetic_teaching_data"
1,"B1_P4","biocontrol","B1_P4_T10",2,3,0,0,4,500,0.78,"synthetic_teaching_data"
1,"B1_P4","biocontrol","B1_P4_T10",3,13,0,0,3,500,0.78,"synthetic_teaching_data"
1,"B1_P4","biocontrol","B1_P4_T11",1,2,2,0,8,500,0.78,"synthetic_teaching_data"
1,"B1_P4","biocontrol","B1_P4_T11",2,3,0,0,2,500,0.78,"synthetic_teaching_data"
1,"B1_P4","biocontrol","B1_P4_T11",3,4,0,0,1,500,0.78,"synthetic_teaching_data"
1,"B1_P4","biocontrol","B1_P4_T12",1,4,3,0,4,500,0.78,"synthetic_teaching_data"
1,"B1_P4","biocontrol","B1_P4_T12",2,4,1,0,4,500,0.78,"synthetic_teaching_data"
1,"B1_P4","biocontrol","B1_P4_T12",3,15,0,0,1,500,0.78,"synthetic_teaching_data"
1,"B1_P4","biocontrol","B1_P4_T13",1,0,1,0,1,500,0.78,"synthetic_teaching_data"
1,"B1_P4","biocontrol","B1_P4_T13",2,2,2,0,11,500,0.78,"synthetic_teaching_data"
1,"B1_P4","biocontrol","B1_P4_T13",3,7,3,1,4,500,0.78,"synthetic_teaching_data"
1,"B1_P4","biocontrol","B1_P4_T14",1,16,1,0,2,500,0.78,"synthetic_teaching_data"
1,"B1_P4","biocontrol","B1_P4_T14",2,0,1,0,3,500,0.78,"synthetic_teaching_data"
1,"B1_P4","biocontrol","B1_P4_T14",3,3,0,0,8,500,0.78,"synthetic_teaching_data"
1,"B1_P4","biocontrol","B1_P4_T15",1,4,1,0,0,500,0.78,"synthetic_teaching_data"
1,"B1_P4","biocontrol","B1_P4_T15",2,1,1,0,4,500,0.78,"synthetic_teaching_data"
1,"B1_P4","biocontrol","B1_P4_T15",3,3,0,0,0,500,0.78,"synthetic_teaching_data"
1,"B1_P4","biocontrol","B1_P4_T16",1,0,0,0,2,500,0.78,"synthetic_teaching_data"
1,"B1_P4","biocontrol","B1_P4_T16",2,4,1,0,3,500,0.78,"synthetic_teaching_data"
1,"B1_P4","biocontrol","B1_P4_T16",3,3,0,0,5,500,0.78,"synthetic_teaching_data"
1,"B1_P4","biocontrol","B1_P4_T17",1,6,0,0,3,500,0.78,"synthetic_teaching_data"
1,"B1_P4","biocontrol","B1_P4_T17",2,5,2,0,7,500,0.78,"synthetic_teaching_data"
1,"B1_P4","biocontrol","B1_P4_T17",3,7,0,0,4,500,0.78,"synthetic_teaching_data"
1,"B1_P4","biocontrol","B1_P4_T18",1,1,2,0,2,500,0.78,"synthetic_teaching_data"
1,"B1_P4","biocontrol","B1_P4_T18",2,7,0,0,3,500,0.78,"synthetic_teaching_data"
1,"B1_P4","biocontrol","B1_P4_T18",3,4,2,0,8,500,0.78,"synthetic_teaching_data"
1,"B1_P4","biocontrol","B1_P4_T19",1,0,0,0,2,500,0.78,"synthetic_teaching_data"
1,"B1_P4","biocontrol","B1_P4_T19",2,0,1,0,1,500,0.78,"synthetic_teaching_data"
1,"B1_P4","biocontrol","B1_P4_T19",3,1,2,0,1,500,0.78,"synthetic_teaching_data"
1,"B1_P4","biocontrol","B1_P4_T20",1,8,2,0,2,500,0.78,"synthetic_teaching_data"
1,"B1_P4","biocontrol","B1_P4_T20",2,0,0,0,5,500,0.78,"synthetic_teaching_data"
1,"B1_P4","biocontrol","B1_P4_T20",3,3,1,0,10,500,0.78,"synthetic_teaching_data"
2,"B2_P1","control","B2_P1_T01",1,2,1,0,7,0,0.8,"synthetic_teaching_data"
2,"B2_P1","control","B2_P1_T01",2,17,3,0,0,0,0.8,"synthetic_teaching_data"
2,"B2_P1","control","B2_P1_T01",3,0,0,0,7,0,0.8,"synthetic_teaching_data"
2,"B2_P1","control","B2_P1_T02",1,39,2,0,6,0,0.8,"synthetic_teaching_data"
2,"B2_P1","control","B2_P1_T02",2,102,2,0,8,0,0.8,"synthetic_teaching_data"
2,"B2_P1","control","B2_P1_T02",3,22,1,0,6,0,0.8,"synthetic_teaching_data"
2,"B2_P1","control","B2_P1_T03",1,21,3,0,2,0,0.8,"synthetic_teaching_data"
2,"B2_P1","control","B2_P1_T03",2,10,1,0,6,0,0.8,"synthetic_teaching_data"
2,"B2_P1","control","B2_P1_T03",3,3,2,0,1,0,0.8,"synthetic_teaching_data"
2,"B2_P1","control","B2_P1_T04",1,10,2,0,6,0,0.8,"synthetic_teaching_data"
2,"B2_P1","control","B2_P1_T04",2,20,3,0,8,0,0.8,"synthetic_teaching_data"
2,"B2_P1","control","B2_P1_T04",3,23,1,0,5,0,0.8,"synthetic_teaching_data"
2,"B2_P1","control","B2_P1_T05",1,73,1,0,7,0,0.8,"synthetic_teaching_data"
2,"B2_P1","control","B2_P1_T05",2,15,4,0,2,0,0.8,"synthetic_teaching_data"
2,"B2_P1","control","B2_P1_T05",3,123,2,0,5,0,0.8,"synthetic_teaching_data"
2,"B2_P1","control","B2_P1_T06",1,141,2,0,5,0,0.8,"synthetic_teaching_data"
2,"B2_P1","control","B2_P1_T06",2,37,1,0,6,0,0.8,"synthetic_teaching_data"
2,"B2_P1","control","B2_P1_T06",3,86,3,0,5,0,0.8,"synthetic_teaching_data"
2,"B2_P1","control","B2_P1_T07",1,13,3,0,7,0,0.8,"synthetic_teaching_data"
2,"B2_P1","control","B2_P1_T07",2,13,0,0,3,0,0.8,"synthetic_teaching_data"
2,"B2_P1","control","B2_P1_T07",3,39,2,0,4,0,0.8,"synthetic_teaching_data"
2,"B2_P1","control","B2_P1_T08",1,11,1,0,4,0,0.8,"synthetic_teaching_data"
2,"B2_P1","control","B2_P1_T08",2,5,1,0,2,0,0.8,"synthetic_teaching_data"
2,"B2_P1","control","B2_P1_T08",3,4,2,0,3,0,0.8,"synthetic_teaching_data"
2,"B2_P1","control","B2_P1_T09",1,6,1,0,1,0,0.8,"synthetic_teaching_data"
2,"B2_P1","control","B2_P1_T09",2,1,2,0,6,0,0.8,"synthetic_teaching_data"
2,"B2_P1","control","B2_P1_T09",3,12,0,0,3,0,0.8,"synthetic_teaching_data"
2,"B2_P1","control","B2_P1_T10",1,21,1,0,9,0,0.8,"synthetic_teaching_data"
2,"B2_P1","control","B2_P1_T10",2,5,2,0,3,0,0.8,"synthetic_teaching_data"
2,"B2_P1","control","B2_P1_T10",3,35,1,0,6,0,0.8,"synthetic_teaching_data"
2,"B2_P1","control","B2_P1_T11",1,1,0,0,3,0,0.8,"synthetic_teaching_data"
2,"B2_P1","control","B2_P1_T11",2,19,0,0,4,0,0.8,"synthetic_teaching_data"
2,"B2_P1","control","B2_P1_T11",3,2,3,0,3,0,0.8,"synthetic_teaching_data"
2,"B2_P1","control","B2_P1_T12",1,11,1,0,8,0,0.8,"synthetic_teaching_data"
